transaction_id,customer_id,amount,currency,timestamp,timezone,status,product_category
TXN-00849,CUST-3637,181.92,AUD,2024-02-26 05:08:07,UTC,completed,beauty
TXN-00850,CUST-7330,860.81,GBP,02/22/24 12:30 AM,Europe/London,pending,toys
TXN-00851,CUST-4878,926.14,JPY,2024-01-09T13:16:49Z,UTC,pending,home
TXN-00852,CUST-9773,429.79,EUR,27-Mar-2024 21:52,Australia/Sydney,pending,sports
TXN-00853,CUST-1837,820.59,CAD,05-Mar-2024 18:52,Australia/Sydney,failed,books
TXN-00854,CUST-8048,718.58,USD,08-Feb-2024 21:51,America/New_York,completed,electronics
TXN-00855,CUST-7167,690.18,EUR,2024-02-02T11:07:04,America/New_York,pending,clothing
TXN-00856,CUST-6309,781.51,EUR,2024-03-08 14:11:39,,pending,sports
TXN-00857,CUST-1107,389.11,JPY,2024-02-27T19:16:41Z,Europe/Paris,pending,home
TXN-00858,CUST-9088,584.17,JPY,2024-01-03T19:36:48Z,Europe/Paris,pending,sports
TXN-00859,CUST-8789,897.41,GBP,2024-01-20T20:37:29,UTC,completed,clothing
TXN-00860,CUST-6215,404.75,JPY,2024-03-12T21:52:02,,failed,home
TXN-00861,CUST-6256,966.84,GBP,2024-03-17 11:03:14,America/Los_Angeles,failed,sports
TXN-00862,CUST-9832,800.15,GBP,17-Feb-2024 02:09,America/New_York,completed,home
TXN-00863,CUST-4021,844.62,GBP,2024-02-19T09:32:13,Europe/Paris,failed,electronics
TXN-00864,CUST-9595,908.81,GBP,25-Mar-2024 12:45,Europe/Paris,pending,beauty
TXN-00865,CUST-5684,366.64,JPY,01/03/24 09:21 AM,Europe/London,failed,toys
TXN-00866,CUST-7910,22.48,USD,2024-03-15 20:03:10,Europe/London,pending,home
TXN-00867,CUST-3028,316.43,JPY,2024-01-05T00:27:13,America/Los_Angeles,failed,clothing
TXN-00868,CUST-9391,35.84,AUD,21-Jan-2024 11:55,Asia/Tokyo,pending,toys
TXN-00869,CUST-3499,621.89,USD,2024-01-05T13:19:39Z,Asia/Tokyo,completed,home
TXN-00870,CUST-9694,728.07,CAD,03/24/24 10:01 AM,Australia/Sydney,completed,beauty
TXN-00871,CUST-9424,371.56,GBP,2024-02-13T07:38:05Z,America/Los_Angeles,pending,books
TXN-00872,CUST-7888,924.68,GBP,28-Feb-2024 11:47,UTC,completed,sports
TXN-00873,CUST-9448,266.07,EUR,2024-03-27T04:10:37,Europe/Paris,pending,beauty
TXN-00874,CUST-6281,405.97,EUR,19-Jan-2024 11:49,Asia/Tokyo,pending,books
TXN-00875,CUST-8595,544.94,EUR,2024-01-28T10:25:29Z,Europe/London,failed,clothing
TXN-00876,CUST-2216,679.08,JPY,2024-02-14 02:09:06,America/New_York,pending,clothing
TXN-00877,CUST-4677,805.17,CAD,04-Mar-2024 15:56,Europe/Paris,pending,toys
TXN-00878,CUST-2962,98.45,AUD,2024-03-19T18:24:26,Europe/Paris,completed,beauty
TXN-00879,CUST-2821,396.4,CAD,27-Jan-2024 10:34,Europe/Paris,completed,sports
TXN-00880,CUST-4971,800.96,AUD,12-Mar-2024 01:25,America/New_York,pending,electronics
TXN-00881,CUST-4642,890.54,USD,2024-02-06T08:53:25Z,Australia/Sydney,pending,books
TXN-00882,CUST-2635,985.04,CAD,05-Feb-2024 02:59,Europe/Paris,completed,beauty
TXN-00883,CUST-4795,164.04,USD,01/18/24 05:30 AM,Australia/Sydney,failed,clothing
TXN-00884,CUST-5279,278.87,EUR,2024-01-12T17:42:27,Europe/London,completed,sports
TXN-00885,CUST-4820,691.98,GBP,2024-01-21T16:27:29,UTC,failed,sports
TXN-00886,CUST-1972,753.72,CAD,28-Jan-2024 23:22,UTC,completed,home
TXN-00887,CUST-7384,836.74,GBP,03/17/24 07:57 AM,Asia/Tokyo,failed,books
TXN-00888,CUST-4105,902.76,AUD,01-Mar-2024 15:16,Europe/Paris,pending,clothing
TXN-00889,CUST-8242,502.55,USD,27-Feb-2024 14:02,UTC,failed,toys
TXN-00890,CUST-4531,129.69,AUD,08-Feb-2024 10:35,UTC,pending,electronics
TXN-00891,CUST-2942,648.89,JPY,08-Feb-2024 02:35,America/New_York,pending,books
TXN-00892,CUST-3496,286.81,EUR,2024-02-05T03:32:06Z,,pending,beauty
TXN-00893,CUST-1179,203.54,AUD,01/09/24 04:13 PM,UTC,completed,clothing
TXN-00894,CUST-9075,390.36,AUD,02/21/24 09:54 PM,,completed,electronics
TXN-00895,CUST-9579,185.07,CAD,2024-02-28T02:25:07,America/Los_Angeles,failed,home
TXN-00896,CUST-2643,53.42,AUD,2024-03-03T16:23:32,Asia/Tokyo,failed,beauty
TXN-00897,CUST-6760,261.52,AUD,27-Mar-2024 04:31,Asia/Tokyo,completed,electronics
TXN-00898,CUST-9776,710.42,USD,23-Mar-2024 13:15,Europe/Paris,failed,clothing
TXN-00899,CUST-4506,613.75,AUD,25-Feb-2024 22:26,Asia/Tokyo,failed,beauty
TXN-00900,CUST-6657,423.78,EUR,2024-02-20T17:31:52Z,Asia/Tokyo,pending,toys
TXN-00901,CUST-1364,560.09,USD,2024-02-26 22:58:59,Australia/Sydney,completed,electronics
TXN-00902,CUST-5117,670.86,AUD,31-Jan-2024 03:40,America/New_York,completed,clothing
TXN-00903,CUST-4353,747.38,AUD,2024-03-10T04:39:57,Europe/Paris,pending,books
TXN-00904,CUST-7732,744.9,CAD,02/27/24 12:37 AM,Europe/Paris,completed,books
TXN-00905,CUST-7764,947.02,JPY,2024-02-21T00:37:32,Europe/London,pending,sports
TXN-00906,CUST-9777,361.86,GBP,2024-03-30T00:40:11,America/Los_Angeles,completed,beauty
TXN-00907,CUST-9524,757.75,AUD,2024-03-24T07:30:48Z,Europe/London,pending,electronics
TXN-00908,CUST-7875,694.26,AUD,25-Jan-2024 15:45,Europe/London,pending,sports
TXN-00909,CUST-5963,715.31,EUR,2024-02-01T22:20:25Z,America/New_York,completed,home
TXN-00910,CUST-6660,946.9,AUD,17-Feb-2024 10:02,Australia/Sydney,completed,books
TXN-00911,CUST-9130,651.78,JPY,04-Feb-2024 00:07,Europe/Paris,pending,toys
TXN-00912,CUST-1087,476.28,AUD,2024-03-09T12:41:24Z,Europe/London,completed,electronics
TXN-00913,CUST-6023,144.64,USD,14-Mar-2024 12:00,,pending,home
TXN-00914,CUST-1873,979.68,EUR,03/14/24 02:24 AM,Europe/London,pending,books
TXN-00915,CUST-3180,486.02,CAD,02/11/24 12:00 AM,UTC,completed,toys
TXN-00916,CUST-5302,496.17,CAD,03/11/24 07:43 PM,Asia/Tokyo,completed,beauty
TXN-00917,CUST-3143,316.44,JPY,06-Jan-2024 06:22,Asia/Tokyo,failed,electronics
TXN-00918,CUST-9923,870.79,AUD,2024-01-10 21:41:03,Europe/London,pending,electronics
TXN-00919,CUST-9104,341.56,EUR,2024-01-28 03:59:50,America/Los_Angeles,pending,home
TXN-00920,CUST-4723,277.1,CAD,2024-02-08T00:28:14Z,America/New_York,completed,books
TXN-00921,CUST-7062,477.82,AUD,01/06/24 06:22 PM,UTC,completed,sports
TXN-00922,CUST-7222,432.42,GBP,2024-01-10T18:44:06,America/New_York,failed,clothing
TXN-00923,CUST-5395,873.67,CAD,2024-01-09 18:23:59,UTC,pending,clothing
TXN-00924,CUST-4653,845.28,EUR,2024-01-09 18:24:04,Asia/Tokyo,completed,clothing
TXN-00925,CUST-7884,900.81,JPY,2024-01-29T12:22:21Z,Australia/Sydney,completed,electronics
TXN-00926,CUST-4576,749.03,USD,2024-03-19T10:59:54,,failed,electronics
TXN-00927,CUST-1073,457.05,CAD,05-Feb-2024 13:59,America/Los_Angeles,pending,beauty
TXN-00928,CUST-1370,741.12,AUD,01-Mar-2024 13:25,UTC,pending,toys
TXN-00929,CUST-6674,230.67,USD,2024-02-26 09:56:21,UTC,completed,books
TXN-00930,CUST-3344,548.51,AUD,2024-03-14 05:43:28,Australia/Sydney,pending,beauty
TXN-00931,CUST-2861,916.99,AUD,11-Jan-2024 03:35,America/Los_Angeles,failed,electronics
TXN-00932,CUST-8082,476.27,EUR,2024-01-24T09:51:40Z,Australia/Sydney,pending,clothing
TXN-00933,CUST-7934,559.44,JPY,2024-02-09 04:04:08,UTC,completed,electronics
TXN-00934,CUST-6499,481.49,JPY,2024-01-01 03:23:48,America/New_York,failed,clothing
TXN-00935,CUST-9606,83.66,USD,2024-01-10T22:17:42Z,Asia/Tokyo,completed,toys
TXN-00936,CUST-1006,432.89,CAD,01/06/24 05:47 PM,Europe/London,failed,sports
TXN-00937,CUST-3616,989.28,JPY,02/16/24 12:10 AM,,pending,toys
TXN-00938,CUST-5963,876.02,AUD,2024-03-04T03:59:49Z,America/New_York,failed,books
TXN-00939,CUST-6258,100.82,GBP,2024-03-20T22:04:45,America/Los_Angeles,pending,books
TXN-00940,CUST-5365,287.0,USD,2024-02-15T02:14:33Z,America/New_York,failed,home
TXN-00941,CUST-1717,148.9,USD,2024-01-22T03:26:09,America/Los_Angeles,completed,electronics
TXN-00942,CUST-6428,592.25,USD,2024-02-09T11:02:20Z,UTC,pending,electronics
TXN-00943,CUST-8646,250.36,JPY,2024-03-19T07:09:17,,failed,beauty
TXN-00944,CUST-7407,886.29,USD,2024-02-01 07:49:44,America/Los_Angeles,pending,clothing
TXN-00945,CUST-9324,634.03,AUD,2024-02-15T21:11:24Z,Asia/Tokyo,completed,books
TXN-00946,CUST-3110,243.14,GBP,2024-01-19T09:34:23,Europe/Paris,pending,beauty
TXN-00947,CUST-7681,270.52,CAD,12-Feb-2024 04:45,,completed,clothing
TXN-00948,CUST-3068,300.81,GBP,2024-02-02T21:29:55Z,,failed,sports
TXN-00949,CUST-6127,480.63,JPY,2024-01-02T15:39:04,Asia/Tokyo,failed,toys
TXN-00950,CUST-7626,967.48,GBP,02/03/24 08:41 AM,Europe/Paris,pending,beauty
TXN-00951,CUST-6764,714.47,GBP,25-Jan-2024 22:42,America/New_York,completed,books
TXN-00952,CUST-8850,334.95,GBP,2024-01-25 20:50:13,Asia/Tokyo,failed,toys
TXN-00953,CUST-4729,553.13,GBP,2024-02-19T22:05:42Z,Europe/Paris,completed,home
TXN-00954,CUST-8129,863.79,EUR,2024-02-19 22:05:44,Asia/Tokyo,pending,sports
TXN-00955,CUST-8652,87.75,JPY,29-Mar-2024 08:03,Europe/Paris,failed,books
TXN-00956,CUST-6636,161.04,USD,2024-01-19T13:02:02,Asia/Tokyo,pending,clothing
TXN-00957,CUST-8100,25.97,CAD,01/16/24 01:35 AM,Europe/London,failed,toys
TXN-00958,CUST-4013,985.28,JPY,02/21/24 12:19 AM,America/Los_Angeles,pending,home
TXN-00959,CUST-2045,451.36,EUR,2024-02-21 00:19:02,America/Los_Angeles,pending,sports
TXN-00960,CUST-4029,885.68,AUD,04-Jan-2024 10:56,America/New_York,failed,toys
TXN-00961,CUST-3146,967.57,JPY,2024-02-12T13:30:05,Australia/Sydney,failed,toys
TXN-00962,CUST-6665,82.48,EUR,02/29/24 10:12 PM,America/New_York,pending,sports
TXN-00963,CUST-1256,156.6,USD,01-Jan-2024 09:35,Asia/Tokyo,completed,electronics
TXN-00964,CUST-5522,282.46,CAD,2024-02-01T08:09:28Z,Europe/Paris,completed,toys
TXN-00965,CUST-7631,345.32,AUD,2024-01-15 17:49:30,Australia/Sydney,completed,books
TXN-00966,CUST-1560,977.55,EUR,2024-03-07 19:55:12,UTC,completed,books
TXN-00967,CUST-7062,399.29,JPY,2024-02-13T08:24:15,Europe/Paris,failed,sports
TXN-00968,CUST-4710,746.02,JPY,2024-01-02 07:25:44,Europe/Paris,failed,toys
TXN-00969,CUST-7590,36.67,USD,2024-03-22 19:26:03,America/New_York,pending,books
TXN-00970,CUST-8449,634.29,CAD,2024-03-02T06:31:02Z,America/New_York,completed,toys
TXN-00971,CUST-9097,674.98,EUR,2024-03-18 22:29:58,Asia/Tokyo,failed,electronics
TXN-00972,CUST-8959,762.42,EUR,2024-01-05 12:33:23,America/New_York,pending,clothing
TXN-00973,CUST-1694,935.64,GBP,03/16/24 11:42 AM,America/Los_Angeles,completed,beauty
TXN-00974,CUST-9225,790.55,GBP,2024-01-27T22:41:27,Asia/Tokyo,failed,beauty
TXN-00975,CUST-9274,660.82,CAD,2024-01-10T06:49:28Z,Asia/Tokyo,failed,toys
TXN-00976,CUST-3772,168.97,AUD,21-Jan-2024 03:40,America/Los_Angeles,pending,electronics
TXN-00977,CUST-3102,76.03,CAD,02/06/24 12:26 PM,Australia/Sydney,failed,clothing
TXN-00978,CUST-9539,998.91,EUR,2024-01-14T02:46:08Z,America/New_York,completed,books
TXN-00979,CUST-7393,772.89,EUR,31-Jan-2024 15:46,,pending,books
TXN-00980,CUST-9381,466.32,EUR,07-Jan-2024 07:05,Asia/Tokyo,failed,beauty
TXN-00981,CUST-8782,66.69,CAD,01/20/24 06:40 PM,UTC,completed,beauty
TXN-00982,CUST-3881,804.18,USD,2024-02-09 02:30:08,America/Los_Angeles,completed,sports
TXN-00983,CUST-4668,870.42,USD,2024-01-03T03:39:58,America/New_York,failed,toys
TXN-00984,CUST-1586,440.19,USD,2024-01-25 00:21:20,America/New_York,failed,clothing
TXN-00985,CUST-6018,752.63,EUR,22-Jan-2024 02:11,America/Los_Angeles,failed,home
TXN-00986,CUST-9340,593.27,AUD,02/05/24 04:26 PM,,completed,sports
TXN-00987,CUST-2384,43.42,GBP,13-Mar-2024 09:31,America/Los_Angeles,pending,beauty
TXN-00988,CUST-8890,382.62,CAD,2024-01-07 20:59:59,Europe/Paris,pending,beauty
TXN-00989,CUST-4168,663.15,EUR,2024-02-08T06:56:15Z,Europe/Paris,pending,beauty
TXN-00990,CUST-4851,276.99,CAD,2024-03-14T17:06:23Z,Europe/London,failed,clothing
TXN-00991,CUST-7073,144.29,USD,2024-03-11T09:10:55Z,America/New_York,completed,sports
TXN-00992,CUST-1730,816.53,CAD,2024-01-12T06:00:36Z,Europe/Paris,completed,electronics
TXN-00993,CUST-6866,615.83,EUR,25-Feb-2024 12:19,UTC,pending,home
TXN-00994,CUST-3990,309.74,AUD,03/09/24 06:31 AM,,completed,books
TXN-00995,CUST-4010,947.68,GBP,31-Jan-2024 11:20,Asia/Tokyo,pending,home
TXN-00996,CUST-6789,188.44,AUD,2024-03-19T06:41:37,Australia/Sydney,completed,clothing
TXN-00997,CUST-5456,278.21,EUR,2024-03-30T19:14:59,,failed,sports
TXN-00998,CUST-4380,240.05,AUD,2024-03-05T13:28:33,America/Los_Angeles,pending,books
TXN-00999,CUST-2913,389.79,GBP,2024-01-14T06:07:27,America/Los_Angeles,pending,sports
TXN-01000,CUST-9057,586.36,JPY,02/02/24 02:16 PM,Europe/Paris,completed,toys
TXN-01001,CUST-6933,50.55,JPY,02/18/24 03:00 AM,Europe/Paris,failed,home
TXN-01002,CUST-1754,544.27,USD,03/19/24 09:11 PM,,pending,home
TXN-01003,CUST-5439,997.22,JPY,2024-02-02T16:24:19Z,Europe/Paris,completed,sports
TXN-01004,CUST-9082,112.26,JPY,02/24/24 10:11 AM,,pending,electronics
TXN-01005,CUST-8533,936.74,AUD,2024-01-17T04:24:54,UTC,completed,beauty
TXN-01006,CUST-3108,925.48,USD,2024-01-18 19:44:12,Europe/London,pending,home
TXN-01007,CUST-7250,225.1,AUD,2024-02-23T19:17:00Z,Europe/Paris,failed,books
TXN-01008,CUST-5814,968.55,USD,2024-01-06T06:26:02Z,,failed,sports
TXN-01009,CUST-1483,728.03,GBP,2024-01-24T22:16:25,Europe/London,pending,sports
TXN-01010,CUST-4911,996.1,EUR,02/20/24 03:30 PM,America/Los_Angeles,failed,books
TXN-01011,CUST-4761,607.78,AUD,24-Feb-2024 14:31,America/New_York,pending,electronics
TXN-01012,CUST-6099,839.1,GBP,2024-03-15 07:02:24,,failed,sports
TXN-01013,CUST-7991,812.74,EUR,2024-02-05T04:29:36,Australia/Sydney,failed,electronics
TXN-01014,CUST-8306,72.19,JPY,30-Jan-2024 19:52,Asia/Tokyo,completed,clothing
TXN-01015,CUST-5296,653.24,USD,01/19/24 06:33 PM,,completed,books
TXN-01016,CUST-5162,189.94,GBP,2024-02-12T11:10:45,Asia/Tokyo,pending,clothing
TXN-01017,CUST-2998,73.6,USD,2024-01-30T22:53:24Z,Europe/Paris,completed,electronics
TXN-01018,CUST-3885,730.99,EUR,03/30/24 06:22 AM,America/New_York,pending,home
TXN-01019,CUST-2677,380.61,JPY,01/06/24 02:58 PM,America/Los_Angeles,completed,books
TXN-01020,CUST-6744,615.65,USD,2024-01-03 09:28:30,,pending,toys
TXN-01021,CUST-8729,396.65,USD,25-Feb-2024 20:04,Australia/Sydney,failed,home
TXN-01022,CUST-1828,38.98,USD,02-Mar-2024 04:11,Europe/London,pending,beauty
TXN-01023,CUST-3880,8.17,EUR,14-Jan-2024 02:02,Europe/London,pending,beauty
TXN-01024,CUST-4099,230.59,CAD,2024-02-21 00:08:03,America/New_York,pending,books
TXN-01025,CUST-2721,55.83,AUD,2024-01-07 03:28:46,Europe/Paris,failed,beauty
TXN-01026,CUST-9701,863.92,CAD,2024-01-05 01:05:14,America/New_York,pending,clothing
TXN-01027,CUST-9432,402.53,USD,2024-01-25T10:22:07,,failed,sports
TXN-01028,CUST-5418,248.46,JPY,01/31/24 09:43 AM,America/Los_Angeles,pending,toys
TXN-01029,CUST-2276,980.84,CAD,2024-03-08T23:12:56,Europe/London,pending,sports
TXN-01030,CUST-4702,637.35,USD,2024-01-28 05:47:23,America/New_York,failed,electronics
TXN-01031,CUST-2882,550.62,JPY,2024-01-01T01:28:44Z,UTC,pending,beauty
TXN-01032,CUST-3170,805.65,USD,03-Feb-2024 08:35,UTC,pending,toys
TXN-01033,CUST-8842,727.96,CAD,03/28/24 03:18 AM,,completed,electronics
TXN-01034,CUST-1707,739.31,USD,2024-02-13 07:34:59,UTC,pending,toys
TXN-01035,CUST-1089,460.21,EUR,02/17/24 05:57 PM,,pending,clothing
TXN-01036,CUST-9236,983.31,AUD,2024-01-20T13:46:18,Australia/Sydney,failed,clothing
TXN-01037,CUST-2644,238.15,USD,02/23/24 10:16 AM,Asia/Tokyo,failed,books
TXN-01038,CUST-6968,487.09,USD,01-Mar-2024 20:42,,failed,sports
TXN-01039,CUST-7246,507.91,USD,2024-01-09 09:45:26,Asia/Tokyo,pending,electronics
TXN-01040,CUST-5877,218.0,GBP,2024-01-04T19:35:50,,failed,electronics
TXN-01041,CUST-5117,345.92,AUD,2024-01-24T21:47:15,,failed,clothing
TXN-01042,CUST-2618,334.45,USD,2024-02-06T14:44:14,,failed,home
TXN-01043,CUST-7238,60.38,EUR,2024-01-25T08:12:35,America/Los_Angeles,failed,clothing
TXN-01044,CUST-8932,96.24,CAD,03/02/24 02:50 PM,Europe/Paris,completed,home
TXN-01045,CUST-2626,208.57,AUD,2024-03-26T05:36:06,Europe/London,completed,electronics
TXN-01046,CUST-3709,872.45,CAD,2024-02-24T04:33:09,Europe/London,pending,beauty
TXN-01047,CUST-3190,72.13,JPY,2024-03-04 03:10:44,Europe/Paris,failed,clothing
TXN-01048,CUST-2224,733.65,USD,28-Feb-2024 03:28,Europe/London,failed,sports
TXN-01049,CUST-6972,152.67,AUD,2024-01-22 05:25:47,Europe/Paris,pending,books
TXN-01050,CUST-5940,914.81,AUD,2024-01-31 00:49:25,Australia/Sydney,failed,clothing
TXN-01051,CUST-1457,54.38,JPY,2024-02-11 17:00:14,Australia/Sydney,failed,electronics
TXN-01052,CUST-9363,786.53,AUD,2024-03-10T06:58:45Z,Australia/Sydney,completed,beauty
TXN-01053,CUST-8820,104.56,GBP,2024-02-12T04:46:00Z,America/New_York,failed,electronics
TXN-01054,CUST-7793,72.91,GBP,2024-01-11 01:03:14,UTC,pending,home
TXN-01055,CUST-7522,492.3,GBP,2024-02-14T05:08:00Z,Europe/Paris,pending,beauty
TXN-01056,CUST-4835,532.15,USD,2024-01-12T09:37:09,America/Los_Angeles,failed,beauty
TXN-01057,CUST-1058,108.56,AUD,2024-02-08T20:21:00,UTC,failed,beauty
TXN-01058,CUST-1308,245.03,JPY,2024-02-13T22:46:34Z,Europe/London,failed,electronics
TXN-01059,CUST-7024,384.81,AUD,01-Feb-2024 07:43,Asia/Tokyo,completed,clothing
TXN-01060,CUST-4490,126.49,JPY,2024-03-06 02:00:08,,failed,beauty
TXN-01061,CUST-1711,800.17,CAD,2024-02-16 08:42:16,Asia/Tokyo,failed,electronics
TXN-01062,CUST-1562,783.16,AUD,2024-03-04T09:38:57Z,UTC,failed,toys
TXN-01063,CUST-7413,664.62,JPY,2024-03-17T07:24:11,Asia/Tokyo,pending,beauty
TXN-01064,CUST-6531,875.12,CAD,01/23/24 11:03 PM,UTC,failed,electronics
TXN-01065,CUST-4267,460.69,AUD,30-Jan-2024 04:02,America/New_York,completed,toys
TXN-01066,CUST-5599,792.76,GBP,2024-01-12T17:57:11Z,Europe/Paris,failed,books
TXN-01067,CUST-7084,935.65,USD,2024-01-26 00:13:04,Australia/Sydney,pending,toys
TXN-01068,CUST-6743,155.19,GBP,2024-02-13T16:58:12Z,America/New_York,failed,beauty
TXN-01069,CUST-9202,75.25,AUD,03/03/24 06:49 AM,,completed,toys
TXN-01070,CUST-5086,399.06,AUD,04-Mar-2024 19:45,Europe/Paris,pending,home
TXN-01071,CUST-5109,346.51,AUD,2024-02-23T05:46:55,UTC,pending,toys
TXN-01072,CUST-6860,651.15,JPY,20-Jan-2024 20:09,Australia/Sydney,failed,beauty
TXN-01073,CUST-8251,778.8,JPY,2024-03-11T23:47:57,Europe/Paris,failed,sports
TXN-01074,CUST-5587,131.67,USD,2024-03-27T08:49:32Z,Europe/London,completed,home
TXN-01075,CUST-5573,427.72,JPY,24-Feb-2024 00:48,,completed,beauty
TXN-01076,CUST-9801,411.14,EUR,01/23/24 05:51 AM,,pending,home
TXN-01077,CUST-5826,637.69,JPY,01/11/24 08:09 PM,Europe/London,pending,books
TXN-01078,CUST-9455,296.69,USD,27-Mar-2024 08:38,,pending,electronics
TXN-01079,CUST-5227,246.21,CAD,2024-02-02 09:49:04,America/Los_Angeles,completed,books
TXN-01080,CUST-4773,882.21,USD,2024-01-18T02:39:59,Australia/Sydney,pending,sports
TXN-01081,CUST-5268,208.54,CAD,13-Mar-2024 01:54,Asia/Tokyo,failed,toys
TXN-01082,CUST-7035,542.67,CAD,2024-02-10T18:20:05,America/New_York,pending,beauty
TXN-01083,CUST-8695,561.74,AUD,2024-02-14 00:04:20,UTC,completed,books
TXN-01084,CUST-1336,545.8,AUD,02/09/24 01:55 AM,Europe/London,failed,electronics
TXN-01085,CUST-8365,331.82,AUD,01/05/24 09:14 AM,Europe/Paris,failed,clothing
TXN-01086,CUST-5786,278.89,CAD,2024-03-26T00:18:42Z,,pending,beauty
TXN-01087,CUST-4170,549.79,EUR,02/11/24 06:04 PM,UTC,completed,toys
TXN-01088,CUST-8179,497.26,AUD,2024-03-14T22:17:02,UTC,completed,electronics
TXN-01089,CUST-3383,867.29,CAD,2024-03-11 23:15:34,America/Los_Angeles,failed,electronics
TXN-01090,CUST-6686,169.85,EUR,13-Jan-2024 14:47,,pending,clothing
TXN-01091,CUST-5161,173.45,EUR,03/23/24 11:04 AM,America/Los_Angeles,failed,beauty
TXN-01092,CUST-4137,626.22,JPY,2024-01-15T09:51:23,Europe/London,completed,home
TXN-01093,CUST-5371,95.83,AUD,2024-01-06T08:03:04,Australia/Sydney,pending,home
TXN-01094,CUST-6135,394.58,EUR,02/21/24 06:10 PM,Australia/Sydney,pending,toys
TXN-01095,CUST-1836,199.51,AUD,2024-02-11T09:49:33Z,America/New_York,failed,sports
TXN-01096,CUST-9972,587.87,EUR,2024-01-24T07:25:25,Europe/Paris,failed,beauty
TXN-01097,CUST-1423,624.5,USD,2024-02-09T11:01:48Z,Australia/Sydney,pending,electronics
TXN-01098,CUST-4896,558.01,USD,17-Jan-2024 17:43,Asia/Tokyo,failed,books
TXN-01099,CUST-4902,459.29,AUD,23-Feb-2024 18:03,UTC,completed,clothing
TXN-01100,CUST-8204,744.08,AUD,2024-01-08 04:17:45,Asia/Tokyo,failed,beauty
TXN-01101,CUST-5083,779.37,EUR,2024-01-08T09:52:38,Europe/Paris,pending,books
TXN-01102,CUST-9147,620.95,CAD,2024-03-17T13:03:10,,completed,sports
TXN-01103,CUST-7129,118.97,JPY,2024-01-06 12:47:10,Asia/Tokyo,pending,beauty
TXN-01104,CUST-5780,276.28,CAD,2024-03-18T17:04:41Z,UTC,failed,electronics
TXN-01105,CUST-7324,996.17,JPY,26-Feb-2024 20:39,Asia/Tokyo,failed,beauty
TXN-01106,CUST-9225,612.72,USD,14-Feb-2024 18:15,Asia/Tokyo,pending,beauty
TXN-01107,CUST-1313,722.33,JPY,01/15/24 11:57 AM,America/New_York,pending,toys
TXN-01108,CUST-2897,292.45,EUR,2024-02-14T21:26:53Z,America/Los_Angeles,pending,books
TXN-01109,CUST-5250,266.37,USD,07-Feb-2024 14:35,Europe/London,pending,clothing
TXN-01110,CUST-4118,24.62,JPY,2024-03-11T14:32:00Z,Australia/Sydney,completed,beauty
TXN-01111,CUST-5279,903.09,USD,2024-02-14T23:12:04,,pending,clothing
TXN-01112,CUST-7817,964.25,GBP,2024-02-07T12:11:46Z,,failed,electronics
TXN-01113,CUST-8484,488.5,JPY,2024-02-11T08:41:29,America/New_York,pending,books
TXN-01114,CUST-8346,54.55,JPY,2024-02-11 08:41:33,,failed,home
TXN-01115,CUST-7729,533.18,JPY,2024-02-25T04:30:04,UTC,failed,electronics
TXN-01116,CUST-6877,280.66,CAD,01/22/24 09:46 AM,America/New_York,failed,sports
TXN-01117,CUST-8638,398.36,EUR,02/15/24 03:44 AM,America/New_York,pending,electronics
TXN-01118,CUST-8025,142.31,GBP,2024-01-05 05:07:49,Asia/Tokyo,pending,books
TXN-01119,CUST-8389,965.11,AUD,02-Jan-2024 06:29,,completed,books
TXN-01120,CUST-6577,198.89,AUD,2024-02-20 01:20:35,UTC,pending,books
TXN-01121,CUST-8666,849.27,EUR,2024-02-23T22:04:06,America/Los_Angeles,completed,beauty
TXN-01122,CUST-4921,818.93,EUR,2024-03-10 08:30:02,UTC,completed,electronics
TXN-01123,CUST-1951,678.85,AUD,2024-02-16 22:09:51,Europe/Paris,failed,home
TXN-01124,CUST-4242,804.7,USD,03/19/24 09:08 PM,Europe/Paris,pending,home
TXN-01125,CUST-3690,386.45,AUD,19-Feb-2024 05:38,Asia/Tokyo,completed,toys
TXN-01126,CUST-6979,698.89,JPY,2024-03-09T07:26:30,Europe/London,failed,toys
TXN-01127,CUST-8487,947.78,USD,03/03/24 08:37 PM,Europe/London,completed,beauty
TXN-01128,CUST-9942,487.87,JPY,2024-03-27T19:56:37,UTC,pending,toys
TXN-01129,CUST-3883,490.84,CAD,2024-03-12T05:27:40,America/New_York,pending,toys
TXN-01130,CUST-1017,433.05,USD,04-Mar-2024 08:41,,completed,sports
TXN-01131,CUST-5401,753.4,CAD,03-Mar-2024 17:44,UTC,pending,beauty
TXN-01132,CUST-9521,19.5,AUD,2024-01-01T12:53:43,America/Los_Angeles,failed,sports
TXN-01133,CUST-8600,439.28,CAD,2024-03-13 01:04:29,UTC,pending,toys
TXN-01134,CUST-6569,655.68,CAD,2024-03-17T10:55:43Z,Asia/Tokyo,pending,beauty
TXN-01135,CUST-5869,221.8,JPY,2024-03-28 10:29:56,Europe/Paris,failed,beauty
TXN-01136,CUST-4895,14.11,JPY,20-Jan-2024 22:16,Australia/Sydney,failed,clothing
TXN-01137,CUST-4297,71.01,AUD,01/14/24 04:39 AM,Australia/Sydney,pending,toys
TXN-01138,CUST-3748,591.43,GBP,26-Feb-2024 12:35,Australia/Sydney,failed,electronics
TXN-01139,CUST-2582,422.52,AUD,2024-01-09T04:53:24Z,America/New_York,completed,sports
